Fecha,DIALLU0.1,HUMCALH,HUMCALMAXD,HUMCALMIND,HUMSUEPROF1MTS,HUMAIR2MTSH,HUMSUE20CMH,PREACU2MIN,PREINT30MIN,TEMSUE10CM
2018-11-30 07:00:00,1,94,94,69,12,11.4,20.2,12.6,8.6,12.8
2019-02-01 07:00:00,1,93,93,42,9.8,7.6,23.8,10.4,1.5,10
2019-02-04 07:00:00,1,90,90,57,6,4.8,21.2,6.8,4.6,11
2019-02-05 07:00:00,1,91,91,64,9.4,6.6,20.4,10.2,0.6,10
2019-02-06 07:00:00,0,91,91,55,8.8,7,20,9.6,0,9.8
2019-02-07 07:00:00,0,91,91,59,9.8,8.2,21,10.6,0,10.2
2019-02-08 07:00:00,1,91,91,60,11,10.2,20.4,11.8,1.3,11.2
2019-02-11 07:00:00,0,95,95,44,7.2,7,23,7.6,0,12.6
2019-02-12 07:00:00,0,90,90,45,5.4,5.2,22.4,6.2,0,7.4
2019-02-13 07:00:00,0,92,92,47,6.8,5.6,23.2,7.4,0,8
2019-02-14 07:00:00,0,90,90,36,6.8,6,22.4,7.6,0,7.8
2019-02-15 07:00:00,1,90,90,34,5.8,5,25,6.6,0.5,6.6
2019-02-18 07:00:00,0,93,93,60,10,6,19.4,10.6,0,11
2019-02-19 07:00:00,1,89,89,53,11.2,9.8,21.2,12.2,6.6,12
2019-02-20 07:00:00,0,91,91,33,11,11.2,21,11.8,0,11.8
2019-02-21 07:00:00,0,87,87,55,9.4,9.8,21,10.6,0,9.8
2019-02-22 07:00:00,1,90,90,49,6.6,6.6,23.2,7.4,0.6,8.2
2019-02-25 07:00:00,1,94,94,46,11.6,7,21.8,12.2,0.5,12
2019-02-26 07:00:00,0,90,90,46,7.6,7.2,20.2,8.4,0,8.8
2019-02-27 07:00:00,0,81,81,56,10,8.4,20,11.8,0,12.6
2019-02-28 07:00:00,0,89,89,55,10.4,11,19.6,11.4,0,12
2019-03-01 07:00:00,1,91,91,49,9.6,8.6,22.4,10.4,14.4,11.2
2019-03-06 07:00:00,0,91,91,40,11.2,11.4,23,12,0,12.8
2019-03-07 07:00:00,0,91,91,49,9.4,8,21.4,10.2,0,10
2019-03-08 07:00:00,0,92,92,59,6.4,6.2,19,7,0,7.2
2019-03-11 07:00:00,1,85,85,62,11.2,7,20,12.6,0.4,12
2019-03-12 07:00:00,0,89,89,55,11.6,11.8,20.2,12.6,0,12
2019-03-13 07:00:00,0,88,88,50,12,12.4,21.8,13.2,0,13
2019-03-14 07:00:00,0,83,83,50,10.8,10.6,20.2,12.4,0,12
2019-03-15 07:00:00,0,91,91,41,10.4,10.6,22,11.2,0,11
2019-03-18 07:00:00,1,91,91,60,8.6,8.8,22,9.4,0.8,14
2019-03-19 07:00:00,1,74,74,61,10.2,11.2,21,12.8,28.5,12
2019-03-20 07:00:00,1,96,96,62,11.6,11.4,17.4,12,1.6,11.8
2019-03-21 07:00:00,1,93,93,61,11.2,11.2,19,11.8,15.4,11.4
2019-03-22 07:00:00,1,91,91,63,10.4,10.4,20.2,11.2,14.2,10
2019-03-26 07:00:00,0,93,93,50,8.2,6,22.4,8.8,0,12
2019-03-27 07:00:00,0,89,89,48,9.2,8,21.6,10.2,0,9.2
2019-03-28 07:00:00,0,91,91,50,8.8,8.4,20.8,9.6,0,9
2019-03-29 07:00:00,1,87,87,54,11,9.6,19.6,12.2,5.2,12.8
2019-04-01 07:00:00,1,91,91,58,9,8.8,20.6,9.8,13,11
2019-04-02 07:00:00,1,94,94,57,12,10.2,19,12.6,10.5,11.8
2019-04-03 07:00:00,1,91,91,47,11.2,9.2,22,12,1.6,11.2
2019-04-04 07:00:00,0,94,94,59,12.4,11.8,21,13,0,12.2
2019-04-05 07:00:00,0,94,94,57,12.8,12.2,22.4,13.4,0,13.2
2019-04-22 07:00:00,1,94,94,69,11.4,11.2,19.2,12,11.2,12
2019-04-23 07:00:00,1,93,93,63,11.2,10.4,21.6,11.8,4.2,10.8
2019-04-24 07:00:00,1,94,94,58,12,11.2,20.2,12.6,18.6,12
2019-04-25 07:00:00,1,93,93,56,11,10.4,19.6,11.6,0.8,10.8
2019-04-26 07:00:00,1,91,91,73,11.2,11.4,20.2,12,0.6,12.2
2019-04-29 07:00:00,0,85,85,58,11,11,20,12.4,0,13
2019-05-02 07:00:00,0,90,90,49,5.8,4.2,19.6,6.6,0,8.6
2019-05-03 07:00:00,1,87,87,62,10.2,6.2,18.4,11.4,2.4,11.4
2019-05-07 07:00:00,0,87,87,52,10.6,10,21,11.8,0,11
2019-05-08 07:00:00,1,94,94,59,12,11.8,18.6,12.6,3.8,12
2019-05-09 07:00:00,1,94,94,57,11.6,11.4,19.2,12.2,4.6,11.8
2019-05-10 07:00:00,1,94,94,65,11.8,11.6,19.6,12.4,4.6,11.4
2019-05-11 07:00:00,1,91,91,64,11.4,9.4,22,12.2,6.2,12.6
2019-05-14 07:00:00,1,92,92,66,11.6,11.2,19.2,12.4,3.2,11.8
2019-05-15 07:00:00,0,91,91,48,9.8,10,18.6,10.6,0,8.4
2019-05-16 07:00:00,1,91,91,67,10.6,9.8,20.6,11.4,1.2,10.2
2019-05-17 07:00:00,0,94,94,61,11.6,11,19.4,12.2,0,11.4
2019-05-20 07:00:00,0,91,91,62,11.4,9.6,19.4,12.2,0,11
2019-05-21 07:00:00,0,91,91,63,9.8,9.2,18.6,10.6,0,10
2019-05-22 07:00:00,1,89,89,55,11.6,11,19,12.6,1.2,11.8
2019-05-24 07:00:00,1,89,89,65,10.6,10.8,19,11.6,1.4,10.8
2019-05-27 07:00:00,1,91,91,55,10.2,8,19.4,11,2.6,11.2
2019-05-28 07:00:00,1,91,91,57,8.2,7.6,18.8,9,0.8,8
2019-05-29 07:00:00,1,93,93,60,11,9,20.6,11.6,0.5,10.8
2019-05-30 07:00:00,1,95,95,56,9.4,9,20,9.8,52.8,9
2019-05-31 07:00:00,1,93,93,52,10.8,10.2,21.4,11.4,21.6,10.2
2019-06-04 07:00:00,1,93,93,52,9.4,8.2,19.6,10,3.8,9.8
2019-06-05 07:00:00,0,91,91,57,10,10.2,20,10.8,0,10
2019-06-06 07:00:00,1,93,93,49,10.4,10.4,17.6,11,0.9,10.2
2019-06-07 07:00:00,1,93,93,59,9.2,9.4,19.4,9.8,0.5,9
2019-06-11 07:00:00,1,91,91,64,10.8,9.8,19.8,11.6,3.5,11
2019-06-12 07:00:00,1,87,87,53,11.4,11.2,18.4,12.6,1.2,11.6
2019-06-13 07:00:00,1,91,91,64,11.2,10.6,19.2,12,1.4,12
2019-06-14 07:00:00,1,87,87,44,11.4,11.4,19.6,12.6,2.2,9
2019-06-18 07:00:00,1,80,80,66,11.2,11.4,17.4,13.2,0.8,12.8
2019-06-19 07:00:00,1,87,87,64,11,11.6,19,12.2,6.6,11.8
2019-06-20 07:00:00,1,92,92,57,11.6,11.4,17.6,12.4,2.2,11.2
2019-06-21 07:00:00,1,87,87,57,11.4,11,18.8,12.6,1.4,11.8
2019-06-26 07:00:00,0,95,95,55,9.2,8.4,20.6,9.6,0,10.4
2019-06-27 07:00:00,0,87,87,41,5,5.2,22,6,0,9
2019-06-28 07:00:00,1,85,85,60,10.2,6.4,17.4,11.6,2.8,5.8
2019-07-02 07:00:00,1,93,93,63,9,9.2,17.4,9.6,0.5,9.8
2019-07-03 07:00:00,0,87,87,51,10.8,10.2,21,12,0,11.8
2019-07-04 07:00:00,0,90,90,47,7.2,7.4,20.2,8,0,8
2019-07-05 07:00:00,1,90,90,58,6.8,6.8,19.2,7.6,0.5,7.8
2019-07-09 07:00:00,0,87,87,58,9.2,9,17.6,10.4,0,10.4
2019-07-10 07:00:00,0,86,86,63,8.4,9.2,17,9.6,0,11
2019-07-11 07:00:00,1,87,87,60,10.6,9.6,21.6,11.8,1.5,11.8
2019-07-12 07:00:00,1,86,86,49,8.4,8.8,21,9.6,0.6,11
2019-07-16 07:00:00,0,86,86,49,7.4,6.6,17.8,8.6,0,8.8
2019-07-17 07:00:00,0,93,93,50,7.4,5.2,18.6,8,0,8
2019-07-18 07:00:00,1,91,91,53,8.8,8.2,19.2,9.6,7.6,10.8
2019-07-22 07:00:00,1,91,91,48,11.2,10,19.2,12,5.4,11.8
2019-07-23 07:00:00,1,93,93,48,10.8,10.6,19.4,11.4,0.8,11.2
2019-07-24 07:00:00,0,87,87,62,9.6,10,18,10.8,0,10.4
2019-07-25 07:00:00,0,90,90,51,5.8,5.2,20.2,6.6,0,7.4
2019-07-26 07:00:00,1,84,84,61,8.4,6.4,18.2,9.8,1.2,10.6
2019-07-29 07:00:00,0,91,91,52,9,9.2,19,9.8,0,12.8
2019-07-30 07:00:00,0,91,91,60,8.2,7.4,19.2,9,0,9.8
2019-07-31 07:00:00,1,85,85,54,10.2,9.2,19,11.6,1.4,11.2
2019-08-01 07:00:00,1,91,91,55,9.4,9,20.2,10.2,0.6,9.6
2019-08-02 07:00:00,0,89,89,61,11,9.8,19.8,12,0,12.6
2019-08-08 07:00:00,1,89,89,57,10,9.2,19,11,2.5,11.2
2019-08-09 07:00:00,0,81,81,53,9.6,8.8,19,11.4,0,11.2
2019-08-12 07:00:00,1,85,85,57,10.6,10.4,19.4,12,3.2,14
2019-08-13 07:00:00,1,93,93,58,11.2,11.2,18.8,11.8,2.4,11.4
2019-08-14 07:00:00,0,93,93,61,11,10.4,16.6,11.6,0,11
2019-08-15 07:00:00,0,64,64,57,7.4,9.6,16,10.8,0,10.6
2019-08-16 07:00:00,1,93,93,56,8.2,7.4,16.2,8.8,5.2,8.8
2019-08-20 07:00:00,0,86,86,53,7.4,6,19.6,8.6,0,8
2019-08-21 07:00:00,0,80,80,45,8.4,8.2,18.8,10.2,0,9.8
2019-08-22 07:00:00,0,95,95,49,4.8,4.4,20,5.2,0,5.8
2019-08-23 07:00:00,0,77,77,48,10.4,5.2,17.8,12.6,0,12.2
2019-08-24 07:00:00,0,83,83,59,10.6,10.4,17.6,12.2,0,12.2
2019-08-26 07:00:00,0,90,90,58,7.4,6.2,18,8.2,0,10
2019-08-27 07:00:00,0,90,90,58,7.8,7,19.4,8.6,0,8.4
2019-08-28 07:00:00,1,81,81,56,10.6,8.2,16.8,12.4,0.6,12.4
2019-08-29 07:00:00,0,77,77,46,9.4,7.4,19,11.6,0,11
2019-08-30 07:00:00,0,88,88,41,2.4,2.6,20.4,3.2,0,5.8
2019-09-02 07:00:00,1,84,84,63,9,3.2,18,10.4,1.6,12.2
2019-09-03 07:00:00,0,89,89,59,4.6,4.4,20.6,5.4,0,6.8
2019-09-04 07:00:00,0,87,87,59,9.2,6,20,10.4,0,11
2019-09-05 07:00:00,1,90,90,55,7.6,7.2,20.4,8.4,3.8,9.2
2019-09-06 07:00:00,0,75,75,53,9.4,7.6,19.2,11.8,0,11.6
2019-09-10 07:00:00,1,92,92,49,5.4,5.6,20.8,6,1.2,6.8
2019-09-11 07:00:00,0,87,87,57,11,6.4,19.6,12.2,0,11.8
2019-09-12 07:00:00,0,91,91,56,9,7,20.4,9.8,0,9.6
2019-09-13 07:00:00,0,85,85,52,10.2,10,19.4,11.6,0,12.8
2019-09-17 07:00:00,1,90,90,55,6.6,7,20.8,7.4,24.5,9.8
2019-09-18 07:00:00,1,93,93,54,10.4,7.4,19,11,9,11
2019-09-19 07:00:00,1,94,94,56,11.4,10.8,18.4,12,2.6,11.8
2019-09-20 07:00:00,1,91,91,52,9.6,9,17.2,10.4,11.6,10
2019-09-23 07:00:00,1,87,87,59,9.4,8,19,10.6,2.2,11.6
2019-09-24 07:00:00,1,87,87,49,10.6,10.4,21.4,11.8,16.2,11.2
2019-09-25 07:00:00,0,89,89,55,11,11.2,19.4,12,0,11.4
2019-09-26 07:00:00,0,85,85,56,10.2,11,19.2,11.6,0,11
2019-09-27 07:00:00,0,90,90,54,7.2,6.8,19.6,8,0,10.2
2019-10-01 07:00:00,0,93,93,50,8.6,8,21.6,9.2,0,11.2
2019-10-02 07:00:00,1,86,86,40,7.4,7,22.6,8.6,2.2,10
2019-10-03 07:00:00,1,95,95,60,10,8.2,19.4,10.4,9.8,10.4
2019-10-04 07:00:00,0,91,91,58,8.8,7,19.2,9.6,0,10.8
2019-10-08 07:00:00,1,91,91,60,8.2,7.8,18.2,9,0.6,10.8
2019-10-09 07:00:00,0,90,90,54,6.8,6.4,18.2,7.6,0,8.4
2019-10-10 07:00:00,1,87,87,61,10.2,7.6,19,11.4,3.4,10.6
2019-10-11 07:00:00,1,87,87,65,10.4,10.2,19.2,11.6,6.8,12.8
2019-10-15 07:00:00,1,90,90,51,6,5.2,20.6,6.8,4.2,6
2019-10-16 07:00:00,0,91,91,60,8.8,7.8,18.4,9.6,0,10.4
2019-10-17 07:00:00,0,93,93,52,7.4,5.8,20.6,8,0,8.4
2019-10-18 07:00:00,1,91,91,56,9,8.4,19.6,9.8,18.8,11.2
2019-10-22 07:00:00,1,91,91,57,9,9,21,9.8,7.8,9.8
2019-10-23 07:00:00,1,91,91,49,9.6,8.2,20,10.4,2.2,13
2019-10-24 07:00:00,1,91,91,53,10.8,10.4,19.2,11.6,2.6,11.8
2019-10-25 07:00:00,1,93,93,53,9.2,9,19.8,9.8,1.2,12.2
2019-10-30 07:00:00,0,91,91,48,9.2,7.8,21.2,10,0,15
2019-10-31 07:00:00,0,91,91,52,8.8,7.6,19.4,9.6,0,14.2
2019-11-05 07:00:00,0,85,85,55,10.2,6.4,21.8,11.6,0,10.8
2019-11-06 07:00:00,0,87,87,45,9.6,8,22.2,10.8,0,10
2019-11-07 07:00:00,0,85,85,56,10,8.2,21,11.4,0,9.8
2019-11-08 07:00:00,0,85,85,50,11.2,11.2,21.6,12.6,0,11.2
2019-11-09 07:00:00,0,93,93,57,9.8,8.2,22.2,10.4,0,10
2019-11-12 07:00:00,1,92,92,50,11.8,8,19.4,12.6,8,11.6
2019-11-13 07:00:00,1,92,92,66,11.6,11,18.2,12.4,6.2,10.8
2019-11-14 07:00:00,1,87,87,53,11.4,11.4,21,12.6,6.4,11.2
2019-11-15 07:00:00,0,91,91,49,10.6,9.2,20,11.4,0,10.2
2019-11-19 07:00:00,0,91,91,55,11.2,8.4,21.8,12,0,12.8
2019-11-20 07:00:00,1,93,93,56,11.2,10.2,21,11.8,1.6,11.2
2019-11-21 07:00:00,1,92,92,49,11.6,11,19.2,12.4,1.5,11.4
2019-11-22 07:00:00,0,91,91,67,11.4,11.4,18.6,12.2,0,10.8
2019-11-26 07:00:00,0,88,88,62,12,7.2,18.8,13.2,0,11.8
2019-11-27 07:00:00,1,91,91,45,10.8,9.2,19.4,11.6,2.5,10.8
2019-11-28 07:00:00,0,85,85,53,10.8,10,19.8,12.2,0,11
2019-11-29 07:00:00,1,90,90,52,6.6,6.2,22,7.4,55.6,6
2019-12-03 07:00:00,0,95,95,53,7.2,6.4,21,7.6,0,9.8
2019-12-04 07:00:00,0,92,92,41,5.6,5.2,22.4,6.2,0,12
2019-12-05 07:00:00,0,90,90,50,6.8,6,21,7.6,0,11.2
2019-12-06 07:00:00,0,90,90,42,7.6,6.6,22.2,8.4,0,10.2
2020-01-13 07:00:00,0,82,82,42,8.2,4.6,21.8,9.8,0,10
2020-01-14 07:00:00,0,84,84,46,8.2,7.4,20.2,9.6,0,8
2020-01-17 07:00:00,0,94,94,61,11.4,6.2,19,12,0,12
2020-01-20 07:00:00,0,84,84,52,9.2,7,20.2,10.6,0,14
2020-01-21 07:00:00,0,87,87,59,10.2,10,21,11.4,0,11.2
2020-01-22 07:00:00,0,87,87,55,10.6,9.8,19,11.8,0,11.2
2020-01-23 07:00:00,0,93,93,43,9.8,6.2,23,10.4,0,10
2020-01-24 07:00:00,0,86,86,55,8.8,9.4,20,10,0,10.2
2020-01-28 07:00:00,1,88,88,50,8.6,7,21.4,9.6,2.2,9
2020-01-29 07:00:00,0,90,90,51,6,4.6,21,6.8,0,5.8
2020-01-30 07:00:00,0,91,91,48,9,7,21.8,9.8,0,8.4
2020-02-14 07:00:00,0,84,84,47,9,5.2,19,10.4,0,9
2020-02-17 07:00:00,0,93,93,44,8,6,20.6,8.6,0,15
2020-02-19 07:00:00,0,80,80,48,11.4,3.2,19.6,13.4,0,13.8
2020-02-20 07:00:00,1,75,75,43,9.2,8.2,22,11.6,1.6,11.8
2020-02-21 07:00:00,1,93,93,53,7.8,7.4,22.2,8.4,2.8,12.8
2020-02-25 07:00:00,1,88,88,48,12,12,23.4,13.2,11.8,12
2020-02-26 07:00:00,0,94,94,54,12.4,12.6,21.6,13,0,12
2020-02-27 07:00:00,1,93,93,50,11.2,10.4,21.8,11.8,1.8,10.6
2020-02-28 07:00:00,0,86,86,45,9,9.2,21.6,10.2,0,7.4
2020-03-03 07:00:00,0,91,91,42,10.2,9.8,23.4,11,0,9
2020-03-04 07:00:00,0,87,87,46,9.4,10,24,10.6,0,10
2020-03-10 07:00:00,1,87,87,63,10.2,10.2,23,11.4,2.8,11.4
2020-03-11 07:00:00,0,91,91,49,11,10.6,22.8,11.8,0,12.2
2020-03-12 07:00:00,0,86,86,56,12,11.6,20.8,13.4,0,12.8
2020-03-13 07:00:00,1,90,90,47,12,12.4,22.4,13,3.8,12.4
2020-07-02 07:00:00,1,93,93,58,9.2,4,18.8,9.8,0.8,12.8
2020-07-06 07:00:00,1,96,96,51,11,8.8,20.2,11.4,1.8,12.8
2020-07-07 07:00:00,1,93,93,62,10.2,9.6,18.4,10.8,0.6,9.4
2020-07-08 07:00:00,1,96,96,55,10.8,8.8,20,11.2,0.4,10
2020-07-09 07:00:00,0,96,96,59,11,10.2,19.4,11.4,0,10.4
2020-07-14 07:00:00,0,82,82,58,8.6,9,17.2,10.2,0,10.8
2020-07-15 07:00:00,1,85,85,60,10.2,10.4,19.8,11.6,2.2,12
2020-07-16 07:00:00,1,93,93,53,10.4,9.2,18.8,11,5.2,10
2020-07-21 07:00:00,1,91,91,62,11,8.8,18.6,11.8,0.8,11
2020-07-22 07:00:00,0,91,91,61,9.4,8,19.2,10.2,0,9.2
2020-07-23 07:00:00,1,91,91,49,10.6,8.2,21.2,11.4,1.6,9
2020-09-01 07:00:00,1,93,93,59,9.8,9.6,20.2,10.4,1.4,9.6
2020-09-02 07:00:00,1,94,94,57,11.6,11.4,18,12.2,10,11.4
2020-09-03 07:00:00,0,83,83,57,10,10.2,20.4,11.6,0,9.8
2020-09-04 07:00:00,1,83,83,54,10.8,11,20.2,12.4,0.8,11.2
2020-09-08 07:00:00,1,95,95,45,9.6,7.2,19.6,10,0.5,8.4
2020-09-10 07:00:00,0,95,95,52,6.8,5.4,20,7.2,0,5.8
2020-09-11 07:00:00,0,93,93,48,9.8,7.6,20.4,10.4,0,8.2
2020-09-15 07:00:00,1,91,91,55,8.2,6.2,21.2,9,0.6,8.4
2020-09-16 07:00:00,1,87,87,54,10.6,9.4,21.4,11.8,27.4,12
2020-09-17 07:00:00,1,93,93,59,11,10.2,20.4,11.6,2.4,11
2020-09-18 07:00:00,1,93,93,57,10.2,10,20,10.8,3.8,10.8
2020-09-22 07:00:00,1,94,94,38,4.6,3.4,21,5,3.6,8
2020-09-23 07:00:00,1,95,95,64,9.2,5.2,18.8,9.6,1.6,8.8
2020-09-24 07:00:00,1,91,91,58,10.8,10.2,19.4,11.6,4.8,11
2020-09-25 07:00:00,0,91,91,59,8.6,8,18,9.4,0,8
2020-09-28 07:00:00,0,90,90,62,7,5.2,19.6,7.8,0,12
2020-09-29 07:00:00,0,90,90,64,7.6,6.8,17.6,8.4,0,6.4
2020-09-30 07:00:00,1,91,91,59,10.2,8,18.6,11,0.5,10.2
2020-10-01 07:00:00,0,93,93,54,9.4,8.4,18.8,10,0,8.6
2020-10-02 07:00:00,0,90,90,50,7,6.6,20.4,7.8,0,6.4
2020-10-06 07:00:00,1,90,90,57,8,7.2,20.6,8.8,0.5,7.2
2020-10-07 07:00:00,1,93,93,47,7.8,7.4,18.8,8.4,1.2,7
2020-10-08 07:00:00,1,93,93,48,10.8,8.2,17.6,11.4,4.2,12.4
2020-10-09 07:00:00,1,93,93,54,10.4,10.2,18.4,11,0.8,12
2020-10-13 07:00:00,0,83,83,49,10.8,7.2,18.4,12.4,0,13.2
2020-10-14 07:00:00,0,93,93,61,7.8,7.6,18.6,8.4,0,10
2020-10-15 07:00:00,1,95,95,62,8.8,8.4,20.2,9.2,0.6,10.8
2020-10-16 07:00:00,0,94,94,53,11.8,9.6,18.8,12.4,0,13.6
2020-10-20 07:00:00,1,87,87,51,10,10.2,21,11.2,5.2,11.4
2020-10-21 07:00:00,0,87,87,52,11.4,11.2,20.4,12.6,0,13.2
2020-10-22 07:00:00,1,91,91,55,10.4,8.6,18.6,11.2,1.6,11.8
2020-10-26 07:00:00,0,93,93,55,10.8,6.2,21.4,11.4,0,10.2
2020-10-27 07:00:00,0,91,91,54,11.4,11.6,21.4,12.2,0,12.2
2020-10-28 07:00:00,1,89,89,54,9.6,9.8,22.4,10.6,3.2,10.8
2020-10-29 07:00:00,0,91,91,49,9.4,9.2,22,10.2,0,10
2020-10-30 07:00:00,0,91,91,58,11.2,10.4,20.2,12,0,11.6
2020-11-03 07:00:00,1,96,96,48,11.8,10.6,22,12.2,0.6,11.8
2020-11-04 07:00:00,1,87,87,56,11.4,11.2,21.2,12.6,15.8,13.2
2020-11-05 07:00:00,1,96,96,56,12,11,19.2,12.4,2.5,12
2020-11-09 07:00:00,1,94,94,52,12.2,9.6,19.2,12.8,5,14
2020-11-10 07:00:00,1,85,85,55,10.2,11,21,11.6,23.2,12.2
2020-11-11 07:00:00,1,91,91,58,10.6,10.8,19,11.4,13.8,10.2
2020-11-12 07:00:00,1,91,91,60,10.8,10.6,18.6,11.6,57,10.6
2020-11-13 07:00:00,1,91,91,53,10.4,10.2,19.8,11.2,10.2,11
2020-11-17 07:00:00,1,91,91,59,11.4,11.6,18.4,12.2,0.6,11
2020-11-18 07:00:00,1,91,91,63,10.6,10.2,20.6,11.4,3.8,10
2020-11-19 07:00:00,1,93,93,63,11.2,9.4,20.4,11.8,1.5,11
2020-11-20 07:00:00,0,91,91,48,9.2,8.4,20,10,0,11
